obligation_id,article,obligation,coverage_type,module_key,module_name,module_domain,module_role,grounding,scope_note
art_15_bis_5,Art. 15 bis inc. 5,El encargado/procesador cumple 14 bis y 14 quinquies,partial,trurisk,TruRisk / Reporting,cuantificación de riesgo + evidencia,evidence,grounded,"PARCIAL. SAQ recolecta la autodeclaración del encargado (!= verificar técnicamente). Si hay acceso a su entorno, los demás módulos lo verifican. La extensión del deber es legal/contractual."
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,trurisk,TruRisk / Reporting,cuantificación de riesgo + evidencia,evidence,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,vmdr_pm,VMDR + Patch Management,vulnerabilidades + remediación,full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,pc_pa,Policy Compliance / Policy Audit,config compliance & hardening,full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,was_tas,WAS / TotalAppSec,web & API,full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,cs,Container Security,imágenes / registry / runtime / K8s,full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,cspm,TotalCloud / CloudView (CSPM),cloud posture + IaC,full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,etm_id,ETM Identity,identidad (AD / Entra ID),full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_15_ter,Art. 15 ter,EIPD / DPIA cuando hay alto riesgo,evidence,saq,Security Assessment Questionnaire (SAQ),assessment organizativo (autodeclarado),full-in-domain,grounded,Organizacional/gobernanza. Qualys ALIMENTA la sección de riesgos técnicos; realizar la EIPD es del responsable.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,pc_pa,Policy Compliance / Policy Audit,config compliance & hardening,full-in-domain,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,vmdr_pm,VMDR + Patch Management,vulnerabilidades + remediación,full-in-domain,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,was_tas,WAS / TotalAppSec,web & API,full-in-domain,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,cs,Container Security,imágenes / registry / runtime / K8s,full-in-domain,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,cspm,TotalCloud / CloudView (CSPM),cloud posture + IaC,full-in-domain,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,etm_id,ETM Identity,identidad (AD / Entra ID),full-in-domain,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,fim_fam,FIM / FAM,integridad de archivos & acceso a dato,detection-substrate,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,edr,EDR,endpoint / IoC / contención,detection-substrate,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16,Art. 16 / 16 bis / 16 ter,Datos sensibles: garantías reforzadas,detection-substrate,csam,CyberSecurity Asset Management (CSAM),superficie / inventario de activos,detection-substrate,grounded,El estándar reforzado eleva el nivel exigible sobre los sistemas que alojan datos sensibles. Qualys NO identifica jurídicamente qué dato es sensible (sin DSPM); protege los sistemas. Consentimiento = fuera.
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,vmdr_pm,VMDR + Patch Management,vulnerabilidades + remediación,full-in-domain,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,trurisk,TruRisk / Reporting,cuantificación de riesgo + evidencia,evidence,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,pc_pa,Policy Compliance / Policy Audit,config compliance & hardening,full-in-domain,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,was_tas,WAS / TotalAppSec,web & API,full-in-domain,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,cs,Container Security,imágenes / registry / runtime / K8s,full-in-domain,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,cspm,TotalCloud / CloudView (CSPM),cloud posture + IaC,full-in-domain,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,etm_id,ETM Identity,identidad (AD / Entra ID),full-in-domain,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,fim_fam,FIM / FAM,integridad de archivos & acceso a dato,detection-substrate,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,edr,EDR,endpoint / IoC / contención,detection-substrate,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_quinquies_2,Art. 16 quinquies inc. 2,Fines científicos/estadísticos: adoptar y ACREDITAR medidas,evidence,csam,CyberSecurity Asset Management (CSAM),superficie / inventario de activos,detection-substrate,grounded,"Identificar riesgos + mitigar + acreditar mapea bien. La identificación de riesgos de RE-IDENTIFICACIÓN del dato es analítica de privacidad, fuera de Qualys."
art_16_sexies_2,Art. 16 sexies inc. 2,Geolocalización: informar tipo/finalidad/duración/cesión,out-of-scope,—,—,,,,Organizacional (transparencia específica). Sin pata técnica de seguridad.
zero_consentimiento,Art. 16 y conexos,Consentimiento y bases de licitud,zero,—,—,,,,"CERO. Qualys no captura, gestiona ni evidencia consentimiento."
zero_arco,Derechos del titular (ARCO+),Acceso/rectificación/cancelación/oposición/portabilidad,zero,—,—,,,,CERO. Sin pata Qualys; proceso/aplicación del cliente.
zero_dspm,Clasificación jurídica del dato,DSPM / Data Discovery de contenido / clasificación del dato,zero,—,—,,,,"CERO sobre la clasificación del dato. Qualys NO tiene DSPM. Deja descubiertos: clasificación, minimización a nivel de campo, determinación de categorías/nº de titulares."
